Unnamed: 0	season	division	round	localTeam	visitorTeam	localGoals	visitorGoals	date	timestamp
34911	2015-16	1	30	Getafe	Eibar	1	1	18/03/2016	1458255600
34912	2015-16	1	30	Sporting de Gijon	Atletico de Madrid	2	1	19/03/2016	1458342000
34913	2015-16	1	30	Real Sociedad	Las Palmas	0	1	19/03/2016	1458342000
34914	2015-16	1	30	Granada	Rayo Vallecano	2	2	19/03/2016	1458342000
34915	2015-16	1	30	Deportivo	Levante	2	1	19/03/2016	1458342000
34916	2015-16	1	30	Betis	Malaga	0	1	19/03/2016	1458342000
34917	2015-16	1	30	Espanol	Atletico de Bilbao	2	1	20/03/2016	1458428400
34918	2015-16	1	30	Villarreal	Barcelona	2	2	20/03/2016	1458428400
34919	2015-16	1	30	Valencia	Celta de Vigo	0	2	20/03/2016	1458428400
34920	2015-16	1	30	Real Madrid	Sevilla	4	0	20/03/2016	1458428400
34921	2015-16	1	31	Rayo Vallecano	Getafe	2	0	01/04/2016	1459461600
34922	2015-16	1	31	Atletico de Madrid	Betis	5	1	02/04/2016	1459548000
34923	2015-16	1	31	Las Palmas	Valencia	2	1	02/04/2016	1459548000
34924	2015-16	1	31	Barcelona	Real Madrid	1	2	02/04/2016	1459548000
34925	2015-16	1	31	Celta de Vigo	Deportivo	1	1	02/04/2016	1459548000
34926	2015-16	1	31	Atletico de Bilbao	Granada	1	1	03/04/2016	1459634400
34927	2015-16	1	31	Malaga	Espanol	1	1	03/04/2016	1459634400
34928	2015-16	1	31	Eibar	Villarreal	1	2	03/04/2016	1459634400
34929	2015-16	1	31	Sevilla	Real Sociedad	1	2	03/04/2016	1459634400
34930	2015-16	1	31	Levante	Sporting de Gijon	0	0	04/04/2016	1459720800
34931	2015-16	1	32	Granada	Malaga	0	0	08/04/2016	1460066400
34932	2015-16	1	32	Real Madrid	Eibar	4	0	09/04/2016	1460152800
34933	2015-16	1	32	Espanol	Atletico de Madrid	1	3	09/04/2016	1460152800
34934	2015-16	1	32	Real Sociedad	Barcelona	1	0	09/04/2016	1460152800
34935	2015-16	1	32	Betis	Levante	1	0	09/04/2016	1460152800
34936	2015-16	1	32	Sporting de Gijon	Celta de Vigo	0	1	10/04/2016	1460239200
34937	2015-16	1	32	Valencia	Sevilla	2	1	10/04/2016	1460239200
34938	2015-16	1	32	Villarreal	Getafe	2	0	10/04/2016	1460239200
34939	2015-16	1	32	Atletico de Bilbao	Rayo Vallecano	1	0	10/04/2016	1460239200
34940	2015-16	1	32	Deportivo	Las Palmas	1	3	11/04/2016	1460325600
34941	2015-16	1	33	Levante	Espanol	2	1	15/04/2016	1460671200
34942	2015-16	1	33	Getafe	Real Madrid	1	5	16/04/2016	1460757600
34943	2015-16	1	33	Las Palmas	Sporting de Gijon	1	1	16/04/2016	1460757600
34944	2015-16	1	33	Eibar	Real Sociedad	2	1	16/04/2016	1460757600
34945	2015-16	1	33	Celta de Vigo	Betis	1	1	16/04/2016	1460757600
34946	2015-16	1	33	Malaga	Atletico de Bilbao	0	1	17/04/2016	1460844000
34947	2015-16	1	33	Sevilla	Deportivo	1	1	17/04/2016	1460844000
34948	2015-16	1	33	Atletico de Madrid	Granada	3	0	17/04/2016	1460844000
34949	2015-16	1	33	Rayo Vallecano	Villarreal	2	1	17/04/2016	1460844000
34950	2015-16	1	33	Barcelona	Valencia	1	2	17/04/2016	1460844000
34951	2015-16	1	34	Espanol	Celta de Vigo	1	1	19/04/2016	1461016800
34952	2015-16	1	34	Betis	Las Palmas	1	0	19/04/2016	1461016800
34953	2015-16	1	34	Deportivo	Barcelona	0	8	20/04/2016	1461103200
34954	2015-16	1	34	Valencia	Eibar	4	0	20/04/2016	1461103200
34955	2015-16	1	34	Sporting de Gijon	Sevilla	2	1	20/04/2016	1461103200
34956	2015-16	1	34	Atletico de Bilbao	Atletico de Madrid	0	1	20/04/2016	1461103200
34957	2015-16	1	34	Malaga	Rayo Vallecano	1	1	20/04/2016	1461103200
34958	2015-16	1	34	Real Madrid	Villarreal	3	0	20/04/2016	1461103200
34959	2015-16	1	34	Real Sociedad	Getafe	1	2	21/04/2016	1461189600
34960	2015-16	1	34	Granada	Levante	5	1	21/04/2016	1461189600
34961	2015-16	1	35	Las Palmas	Espanol	4	0	22/04/2016	1461276000
34962	2015-16	1	35	Rayo Vallecano	Real Madrid	2	3	23/04/2016	1461362400
34963	2015-16	1	35	Atletico de Madrid	Malaga	1	0	23/04/2016	1461362400
34964	2015-16	1	35	Barcelona	Sporting de Gijon	6	0	23/04/2016	1461362400
34965	2015-16	1	35	Eibar	Deportivo	1	1	23/04/2016	1461362400
34966	2015-16	1	35	Levante	Atletico de Bilbao	2	2	24/04/2016	1461448800
34967	2015-16	1	35	Sevilla	Betis	2	0	24/04/2016	1461448800
34968	2015-16	1	35	Getafe	Valencia	2	2	24/04/2016	1461448800
34969	2015-16	1	35	Villarreal	Real Sociedad	0	0	24/04/2016	1461448800
34970	2015-16	1	35	Celta de Vigo	Granada	2	1	25/04/2016	1461535200
34971	2015-16	1	36	Sporting de Gijon	Eibar	2	0	29/04/2016	1461880800
34972	2015-16	1	36	Real Sociedad	Real Madrid	0	1	30/04/2016	1461967200
34973	2015-16	1	36	Atletico de Madrid	Rayo Vallecano	1	0	30/04/2016	1461967200
34974	2015-16	1	36	Betis	Barcelona	0	2	30/04/2016	1461967200
34975	2015-16	1	36	Granada	Las Palmas	3	2	30/04/2016	1461967200
34976	2015-16	1	36	Atletico de Bilbao	Celta de Vigo	2	1	01/05/2016	1462053600
34977	2015-16	1	36	Espanol	Sevilla	1	0	01/05/2016	1462053600
34978	2015-16	1	36	Deportivo	Getafe	0	2	01/05/2016	1462053600
34979	2015-16	1	36	Valencia	Villarreal	0	2	01/05/2016	1462053600
34980	2015-16	1	36	Malaga	Levante	3	1	02/05/2016	1462140000
34981	2015-16	1	37	Eibar	Betis	1	1	08/05/2016	1462658400
34982	2015-16	1	37	Villarreal	Deportivo	0	2	08/05/2016	1462658400
34983	2015-16	1	37	Barcelona	Espanol	5	0	08/05/2016	1462658400
34984	2015-16	1	37	Sevilla	Granada	1	4	08/05/2016	1462658400
34985	2015-16	1	37	Las Palmas	Atletico de Bilbao	0	0	08/05/2016	1462658400
34986	2015-16	1	37	Celta de Vigo	Malaga	1	0	08/05/2016	1462658400
34987	2015-16	1	37	Real Madrid	Valencia	3	2	08/05/2016	1462658400
34988	2015-16	1	37	Getafe	Sporting de Gijon	1	1	08/05/2016	1462658400
34989	2015-16	1	37	Levante	Atletico de Madrid	2	1	08/05/2016	1462658400
34990	2015-16	1	37	Real Sociedad	Rayo Vallecano	2	1	08/05/2016	1462658400
34991	2015-16	1	38	Valencia	Real Sociedad	0	1	13/05/2016	1463090400
34992	2015-16	1	38	Deportivo	Real Madrid	0	2	14/05/2016	1463176800
34993	2015-16	1	38	Granada	Barcelona	0	3	14/05/2016	1463176800
34994	2015-16	1	38	Atletico de Madrid	Celta de Vigo	2	0	14/05/2016	1463176800
34995	2015-16	1	38	Atletico de Bilbao	Sevilla	3	1	14/05/2016	1463176800
34996	2015-16	1	38	Malaga	Las Palmas	4	1	15/05/2016	1463263200
34997	2015-16	1	38	Espanol	Eibar	4	2	15/05/2016	1463263200
34998	2015-16	1	38	Sporting de Gijon	Villarreal	2	0	15/05/2016	1463263200
34999	2015-16	1	38	Betis	Getafe	2	1	15/05/2016	1463263200
35000	2015-16	1	38	Rayo Vallecano	Levante	3	1	15/05/2016	1463263200
35463	2016-17	1	1	Malaga	Osasuna	1	1	19/08/2016	1471557600
35464	2016-17	1	1	Deportivo	Eibar	2	1	19/08/2016	1471557600
35465	2016-17	1	1	Barcelona	Betis	6	2	20/08/2016	1471644000
35466	2016-17	1	1	Granada	Villarreal	1	1	20/08/2016	1471644000
35467	2016-17	1	1	Sevilla	Espanol	6	4	20/08/2016	1471644000
35468	2016-17	1	1	Sporting de Gijon	Atletico de Bilbao	2	1	21/08/2016	1471730400
35469	2016-17	1	1	Real Sociedad	Real Madrid	0	3	21/08/2016	1471730400
35470	2016-17	1	1	Atletico de Madrid	Alaves	1	1	21/08/2016	1471730400
35471	2016-17	1	1	Celta de Vigo	Leganes	0	1	22/08/2016	1471816800
35472	2016-17	1	1	Valencia	Las Palmas	2	4	22/08/2016	1471816800
35473	2016-17	1	2	Betis	Deportivo	0	0	26/08/2016	1472162400
35474	2016-17	1	2	Espanol	Malaga	2	2	26/08/2016	1472162400
35475	2016-17	1	2	Osasuna	Real Sociedad	0	2	27/08/2016	1472248800
35476	2016-17	1	2	Eibar	Valencia	1	0	27/08/2016	1472248800
35477	2016-17	1	2	Real Madrid	Celta de Vigo	2	1	27/08/2016	1472248800
35478	2016-17	1	2	Leganes	Atletico de Madrid	0	0	27/08/2016	1472248800
35479	2016-17	1	2	Las Palmas	Granada	5	1	28/08/2016	1472335200
35480	2016-17	1	2	Alaves	Sporting de Gijon	0	0	28/08/2016	1472335200
35481	2016-17	1	2	Atletico de Bilbao	Barcelona	0	1	28/08/2016	1472335200
35482	2016-17	1	2	Villarreal	Sevilla	0	0	28/08/2016	1472335200
35483	2016-17	1	3	Real Sociedad	Espanol	1	1	09/09/2016	1473372000
35484	2016-17	1	3	Celta de Vigo	Atletico de Madrid	0	4	10/09/2016	1473458400
35485	2016-17	1	3	Real Madrid	Osasuna	5	2	10/09/2016	1473458400
35486	2016-17	1	3	Malaga	Villarreal	0	2	10/09/2016	1473458400
35487	2016-17	1	3	Sevilla	Las Palmas	2	1	10/09/2016	1473458400
35488	2016-17	1	3	Barcelona	Alaves	1	2	10/09/2016	1473458400
35489	2016-17	1	3	Sporting de Gijon	Leganes	2	1	11/09/2016	1473544800
35490	2016-17	1	3	Valencia	Betis	2	3	11/09/2016	1473544800
35491	2016-17	1	3	Granada	Eibar	1	2	11/09/2016	1473544800
35492	2016-17	1	3	Deportivo	Atletico de Bilbao	0	1	11/09/2016	1473544800
35493	2016-17	1	4	Betis	Granada	2	2	16/09/2016	1473976800
35494	2016-17	1	4	Leganes	Barcelona	1	5	17/09/2016	1474063200
35495	2016-17	1	4	Atletico de Madrid	Sporting de Gijon	5	0	17/09/2016	1474063200
35496	2016-17	1	4	Eibar	Sevilla	1	1	17/09/2016	1474063200
35497	2016-17	1	4	Las Palmas	Malaga	1	0	17/09/2016	1474063200
35498	2016-17	1	4	Osasuna	Celta de Vigo	0	0	18/09/2016	1474149600
35499	2016-17	1	4	Atletico de Bilbao	Valencia	2	1	18/09/2016	1474149600
35500	2016-17	1	4	Villarreal	Real Sociedad	2	1	18/09/2016	1474149600
35501	2016-17	1	4	Espanol	Real Madrid	0	2	18/09/2016	1474149600
35502	2016-17	1	4	Alaves	Deportivo	0	0	19/09/2016	1474236000
35503	2016-17	1	5	Malaga	Eibar	2	1	20/09/2016	1474322400
35504	2016-17	1	5	Sevilla	Betis	1	0	20/09/2016	1474322400
35505	2016-17	1	5	Celta de Vigo	Sporting de Gijon	2	1	21/09/2016	1474408800
35506	2016-17	1	5	Real Madrid	Villarreal	1	1	21/09/2016	1474408800
35507	2016-17	1	5	Real Sociedad	Las Palmas	4	1	21/09/2016	1474408800
35508	2016-17	1	5	Granada	Atletico de Bilbao	1	2	21/09/2016	1474408800
35509	2016-17	1	5	Barcelona	Atletico de Madrid	1	1	21/09/2016	1474408800
35510	2016-17	1	5	Deportivo	Leganes	1	2	22/09/2016	1474495200
35511	2016-17	1	5	Osasuna	Espanol	1	2	22/09/2016	1474495200
35512	2016-17	1	5	Valencia	Alaves	2	1	22/09/2016	1474495200
35513	2016-17	1	6	Betis	Malaga	1	0	23/09/2016	1474581600
35514	2016-17	1	6	Eibar	Real Sociedad	2	0	24/09/2016	1474668000
35515	2016-17	1	6	Sporting de Gijon	Barcelona	0	5	24/09/2016	1474668000
35516	2016-17	1	6	Atletico de Bilbao	Sevilla	3	1	24/09/2016	1474668000
35517	2016-17	1	6	Las Palmas	Real Madrid	2	2	24/09/2016	1474668000
35518	2016-17	1	6	Leganes	Valencia	1	2	25/09/2016	1474754400
35519	2016-17	1	6	Atletico de Madrid	Deportivo	1	0	25/09/2016	1474754400
35520	2016-17	1	6	Villarreal	Osasuna	3	1	25/09/2016	1474754400
35521	2016-17	1	6	Espanol	Celta de Vigo	0	2	25/09/2016	1474754400
35522	2016-17	1	6	Alaves	Granada	3	1	26/09/2016	1474840800
35523	2016-17	1	7	Real Sociedad	Betis	1	0	30/09/2016	1475186400
35524	2016-17	1	7	Granada	Leganes	0	1	01/10/2016	1475272800
35525	2016-17	1	7	Sevilla	Alaves	2	1	01/10/2016	1475272800
35526	2016-17	1	7	Osasuna	Las Palmas	2	2	01/10/2016	1475272800
35527	2016-17	1	7	Deportivo	Sporting de Gijon	2	1	01/10/2016	1475272800
35528	2016-17	1	7	Valencia	Atletico de Madrid	0	2	02/10/2016	1475359200
35529	2016-17	1	7	Real Madrid	Eibar	1	1	02/10/2016	1475359200
35530	2016-17	1	7	Espanol	Villarreal	0	0	02/10/2016	1475359200
35531	2016-17	1	7	Malaga	Atletico de Bilbao	2	1	02/10/2016	1475359200
35532	2016-17	1	7	Celta de Vigo	Barcelona	4	3	02/10/2016	1475359200
35533	2016-17	1	8	Las Palmas	Espanol	0	0	14/10/2016	1476396000
35534	2016-17	1	8	Leganes	Sevilla	2	3	15/10/2016	1476482400
35535	2016-17	1	8	Barcelona	Deportivo	4	0	15/10/2016	1476482400
35536	2016-17	1	8	Atletico de Madrid	Granada	7	1	15/10/2016	1476482400
35537	2016-17	1	8	Betis	Real Madrid	1	6	15/10/2016	1476482400
35538	2016-17	1	8	Alaves	Malaga	1	1	16/10/2016	1476568800
35539	2016-17	1	8	Atletico de Bilbao	Real Sociedad	3	2	16/10/2016	1476568800
35540	2016-17	1	8	Sporting de Gijon	Valencia	1	2	16/10/2016	1476568800
35541	2016-17	1	8	Villarreal	Celta de Vigo	5	0	16/10/2016	1476568800
35542	2016-17	1	8	Eibar	Osasuna	2	3	17/10/2016	1476655200
35543	2016-17	1	9	Osasuna	Betis	1	2	21/10/2016	1477000800
35544	2016-17	1	9	Espanol	Eibar	3	3	22/10/2016	1477087200
35545	2016-17	1	9	Valencia	Barcelona	2	3	22/10/2016	1477087200
35546	2016-17	1	9	Real Sociedad	Alaves	3	0	22/10/2016	1477087200
35547	2016-17	1	9	Granada	Sporting de Gijon	0	0	22/10/2016	1477087200
35548	2016-17	1	9	Celta de Vigo	Deportivo	4	1	23/10/2016	1477173600
35549	2016-17	1	9	Sevilla	Atletico de Madrid	1	0	23/10/2016	1477173600
35550	2016-17	1	9	Malaga	Leganes	4	0	23/10/2016	1477173600
35551	2016-17	1	9	Villarreal	Las Palmas	2	1	23/10/2016	1477173600
35552	2016-17	1	9	Real Madrid	Atletico de Bilbao	2	1	23/10/2016	1477173600
35553	2016-17	1	10	Leganes	Real Sociedad	0	2	28/10/2016	1477605600
35554	2016-17	1	10	Eibar	Villarreal	2	1	29/10/2016	1477692000
35555	2016-17	1	10	Sporting de Gijon	Sevilla	1	1	29/10/2016	1477692000
35556	2016-17	1	10	Alaves	Real Madrid	1	4	29/10/2016	1477692000
35557	2016-17	1	10	Atletico de Madrid	Malaga	4	2	29/10/2016	1477692000
35558	2016-17	1	10	Barcelona	Granada	1	0	29/10/2016	1477692000
35559	2016-17	1	10	Atletico de Bilbao	Osasuna	1	1	30/10/2016	1477778400
35560	2016-17	1	10	Betis	Espanol	0	1	30/10/2016	1477778400
35561	2016-17	1	10	Las Palmas	Celta de Vigo	3	3	30/10/2016	1477778400
35562	2016-17	1	10	Deportivo	Valencia	1	1	31/10/2016	1477868400
35563	2016-17	1	11	Malaga	Sporting de Gijon	3	2	04/11/2016	1478214000
35564	2016-17	1	11	Granada	Deportivo	1	1	05/11/2016	1478300400
35565	2016-17	1	11	Real Sociedad	Atletico de Madrid	2	0	05/11/2016	1478300400
35566	2016-17	1	11	Osasuna	Alaves	0	1	05/11/2016	1478300400
35567	2016-17	1	11	Las Palmas	Eibar	1	0	05/11/2016	1478300400
35568	2016-17	1	11	Real Madrid	Leganes	3	0	06/11/2016	1478386800
35569	2016-17	1	11	Espanol	Atletico de Bilbao	0	0	06/11/2016	1478386800
35570	2016-17	1	11	Celta de Vigo	Valencia	2	1	06/11/2016	1478386800
35571	2016-17	1	11	Villarreal	Betis	2	0	06/11/2016	1478386800
35572	2016-17	1	11	Sevilla	Barcelona	1	2	06/11/2016	1478386800
35573	2016-17	1	12	Betis	Las Palmas	2	0	18/11/2016	1479423600
35574	2016-17	1	12	Deportivo	Sevilla	2	3	19/11/2016	1479510000
35575	2016-17	1	12	Barcelona	Malaga	0	0	19/11/2016	1479510000
35576	2016-17	1	12	Eibar	Celta de Vigo	1	0	19/11/2016	1479510000
35577	2016-17	1	12	Atletico de Madrid	Real Madrid	0	3	19/11/2016	1479510000
35578	2016-17	1	12	Alaves	Espanol	0	1	20/11/2016	1479596400
35579	2016-17	1	12	Valencia	Granada	1	1	20/11/2016	1479596400
35580	2016-17	1	12	Sporting de Gijon	Real Sociedad	1	3	20/11/2016	1479596400
35581	2016-17	1	12	Atletico de Bilbao	Villarreal	1	0	20/11/2016	1479596400
35582	2016-17	1	12	Leganes	Osasuna	2	0	21/11/2016	1479682800
35583	2016-17	1	13	Eibar	Betis	3	1	25/11/2016	1480028400
35584	2016-17	1	13	Malaga	Deportivo	4	3	26/11/2016	1480114800
35585	2016-17	1	13	Real Madrid	Sporting de Gijon	2	1	26/11/2016	1480114800
35586	2016-17	1	13	Espanol	Leganes	3	0	26/11/2016	1480114800
35587	2016-17	1	13	Sevilla	Valencia	2	1	26/11/2016	1480114800
35588	2016-17	1	13	Villarreal	Alaves	0	2	27/11/2016	1480201200
35589	2016-17	1	13	Osasuna	Atletico de Madrid	0	3	27/11/2016	1480201200
35590	2016-17	1	13	Celta de Vigo	Granada	3	1	27/11/2016	1480201200
35591	2016-17	1	13	Real Sociedad	Barcelona	1	1	27/11/2016	1480201200
35592	2016-17	1	13	Las Palmas	Atletico de Bilbao	3	1	28/11/2016	1480287600
35593	2016-17	1	14	Granada	Sevilla	2	1	03/12/2016	1480719600
35594	2016-17	1	14	Barcelona	Real Madrid	1	1	03/12/2016	1480719600
35595	2016-17	1	14	Leganes	Villarreal	0	0	03/12/2016	1480719600
35596	2016-17	1	14	Atletico de Madrid	Espanol	0	0	03/12/2016	1480719600
35597	2016-17	1	14	Betis	Celta de Vigo	3	3	04/12/2016	1480806000
35598	2016-17	1	14	Atletico de Bilbao	Eibar	3	1	04/12/2016	1480806000
35599	2016-17	1	14	Sporting de Gijon	Osasuna	3	1	04/12/2016	1480806000
35600	2016-17	1	14	Alaves	Las Palmas	1	1	04/12/2016	1480806000
35601	2016-17	1	14	Valencia	Malaga	2	2	04/12/2016	1480806000
35602	2016-17	1	14	Deportivo	Real Sociedad	5	1	05/12/2016	1480892400
35603	2016-17	1	15	Malaga	Granada	1	1	09/12/2016	1481238000
35604	2016-17	1	15	Osasuna	Barcelona	0	3	10/12/2016	1481324400
35605	2016-17	1	15	Real Sociedad	Valencia	3	2	10/12/2016	1481324400
35606	2016-17	1	15	Las Palmas	Leganes	1	1	10/12/2016	1481324400
35607	2016-17	1	15	Real Madrid	Deportivo	3	2	10/12/2016	1481324400
35608	2016-17	1	15	Eibar	Alaves	0	0	11/12/2016	1481410800
35609	2016-17	1	15	Celta de Vigo	Sevilla	0	3	11/12/2016	1481410800
35610	2016-17	1	15	Espanol	Sporting de Gijon	2	1	11/12/2016	1481410800
35611	2016-17	1	15	Betis	Atletico de Bilbao	1	0	11/12/2016	1481410800
35612	2016-17	1	15	Villarreal	Atletico de Madrid	3	0	12/12/2016	1481497200
35613	2016-17	1	16	Alaves	Betis	1	0	16/12/2016	1481842800
35614	2016-17	1	16	Sporting de Gijon	Villarreal	1	3	17/12/2016	1481929200
35615	2016-17	1	16	Atletico de Madrid	Las Palmas	1	0	17/12/2016	1481929200
35616	2016-17	1	16	Granada	Real Sociedad	0	2	17/12/2016	1481929200
35617	2016-17	1	16	Sevilla	Malaga	4	1	17/12/2016	1481929200
35618	2016-17	1	16	Leganes	Eibar	1	1	18/12/2016	1482015600
35619	2016-17	1	16	Deportivo	Osasuna	2	0	18/12/2016	1482015600
35620	2016-17	1	16	Barcelona	Espanol	4	1	18/12/2016	1482015600
35621	2016-17	1	16	Atletico de Bilbao	Celta de Vigo	2	1	19/12/2016	1482102000
35622	2016-17	1	16	Valencia	Real Madrid	2	1	22/02/2017	1487718000
35623	2016-17	1	17	Espanol	Deportivo	1	1	06/01/2017	1483657200
35624	2016-17	1	17	Real Madrid	Granada	5	0	07/01/2017	1483743600
35625	2016-17	1	17	Eibar	Atletico de Madrid	0	2	07/01/2017	1483743600
35626	2016-17	1	17	Las Palmas	Sporting de Gijon	1	0	07/01/2017	1483743600
35627	2016-17	1	17	Real Sociedad	Sevilla	0	4	07/01/2017	1483743600
35628	2016-17	1	17	Atletico de Bilbao	Alaves	0	0	08/01/2017	1483830000
35629	2016-17	1	17	Betis	Leganes	2	0	08/01/2017	1483830000
35630	2016-17	1	17	Celta de Vigo	Malaga	3	1	08/01/2017	1483830000
35631	2016-17	1	17	Villarreal	Barcelona	1	1	08/01/2017	1483830000
35632	2016-17	1	17	Osasuna	Valencia	3	3	09/01/2017	1483916400
35633	2016-17	1	18	Leganes	Atletico de Bilbao	0	0	14/01/2017	1484348400
35634	2016-17	1	18	Barcelona	Las Palmas	5	0	14/01/2017	1484348400
35635	2016-17	1	18	Atletico de Madrid	Betis	1	0	14/01/2017	1484348400
35636	2016-17	1	18	Deportivo	Villarreal	0	0	14/01/2017	1484348400
35637	2016-17	1	18	Valencia	Espanol	2	1	15/01/2017	1484434800
35638	2016-17	1	18	Celta de Vigo	Alaves	1	0	15/01/2017	1484434800
35639	2016-17	1	18	Sporting de Gijon	Eibar	2	3	15/01/2017	1484434800
35640	2016-17	1	18	Granada	Osasuna	1	1	15/01/2017	1484434800
35641	2016-17	1	18	Sevilla	Real Madrid	2	1	15/01/2017	1484434800
35642	2016-17	1	18	Malaga	Real Sociedad	0	2	16/01/2017	1484521200
35643	2016-17	1	19	Las Palmas	Deportivo	1	1	20/01/2017	1484866800
35644	2016-17	1	19	Espanol	Granada	3	1	21/01/2017	1484953200
35645	2016-17	1	19	Real Madrid	Malaga	2	1	21/01/2017	1484953200
35646	2016-17	1	19	Alaves	Leganes	2	2	21/01/2017	1484953200
35647	2016-17	1	19	Villarreal	Valencia	0	2	21/01/2017	1484953200
35648	2016-17	1	19	Osasuna	Sevilla	3	4	22/01/2017	1485039600
35649	2016-17	1	19	Atletico de Bilbao	Atletico de Madrid	2	2	22/01/2017	1485039600
35650	2016-17	1	19	Real Sociedad	Celta de Vigo	1	0	22/01/2017	1485039600
35651	2016-17	1	19	Betis	Sporting de Gijon	0	0	22/01/2017	1485039600
35652	2016-17	1	19	Eibar	Barcelona	0	4	22/01/2017	1485039600
35653	2016-17	1	20	Osasuna	Malaga	1	1	27/01/2017	1485471600
35654	2016-17	1	20	Villarreal	Granada	2	0	28/01/2017	1485558000
35655	2016-17	1	20	Alaves	Atletico de Madrid	0	0	28/01/2017	1485558000
35656	2016-17	1	20	Eibar	Deportivo	3	1	28/01/2017	1485558000
35657	2016-17	1	20	Leganes	Celta de Vigo	0	2	28/01/2017	1485558000
35658	2016-17	1	20	Betis	Barcelona	1	1	29/01/2017	1485644400
35659	2016-17	1	20	Espanol	Sevilla	3	1	29/01/2017	1485644400
35660	2016-17	1	20	Atletico de Bilbao	Sporting de Gijon	2	1	29/01/2017	1485644400
35661	2016-17	1	20	Real Madrid	Real Sociedad	3	0	29/01/2017	1485644400
35662	2016-17	1	20	Las Palmas	Valencia	3	1	30/01/2017	1485730800
35663	2016-17	1	21	Malaga	Espanol	0	1	04/02/2017	1486162800
35664	2016-17	1	21	Barcelona	Atletico de Bilbao	3	0	04/02/2017	1486162800
35665	2016-17	1	21	Atletico de Madrid	Leganes	2	0	04/02/2017	1486162800
35666	2016-17	1	21	Valencia	Eibar	0	4	04/02/2017	1486162800
35667	2016-17	1	21	Sevilla	Villarreal	0	0	05/02/2017	1486249200
35668	2016-17	1	21	Sporting de Gijon	Alaves	2	4	05/02/2017	1486249200
35669	2016-17	1	21	Real Sociedad	Osasuna	3	2	05/02/2017	1486249200
35670	2016-17	1	21	Granada	Las Palmas	1	0	06/02/2017	1486335600
35671	2016-17	1	21	Deportivo	Betis	1	1	08/03/2017	1488927600
35672	2016-17	1	21	Celta de Vigo	Real Madrid	1	4	17/05/2017	1494972000
35673	2016-17	1	22	Espanol	Real Sociedad	1	2	10/02/2017	1486681200
35674	2016-17	1	22	Betis	Valencia	0	0	11/02/2017	1486767600
35675	2016-17	1	22	Alaves	Barcelona	0	6	11/02/2017	1486767600
35676	2016-17	1	22	Atletico de Bilbao	Deportivo	2	1	11/02/2017	1486767600
35677	2016-17	1	22	Osasuna	Real Madrid	1	3	11/02/2017	1486767600
35678	2016-17	1	22	Villarreal	Malaga	1	1	12/02/2017	1486854000
35679	2016-17	1	22	Leganes	Sporting de Gijon	0	2	12/02/2017	1486854000
35680	2016-17	1	22	Las Palmas	Sevilla	0	1	12/02/2017	1486854000
35681	2016-17	1	22	Atletico de Madrid	Celta de Vigo	3	2	12/02/2017	1486854000
35682	2016-17	1	22	Eibar	Granada	4	0	13/02/2017	1486940400
35683	2016-17	1	23	Granada	Betis	4	1	17/02/2017	1487286000
35684	2016-17	1	23	Sporting de Gijon	Atletico de Madrid	1	4	18/02/2017	1487372400
35685	2016-17	1	23	Real Madrid	Espanol	2	0	18/02/2017	1487372400
35686	2016-17	1	23	Deportivo	Alaves	0	1	18/02/2017	1487372400
35687	2016-17	1	23	Sevilla	Eibar	2	0	18/02/2017	1487372400
35688	2016-17	1	23	Real Sociedad	Villarreal	0	1	19/02/2017	1487458800
35689	2016-17	1	23	Valencia	Atletico de Bilbao	2	0	19/02/2017	1487458800
35690	2016-17	1	23	Celta de Vigo	Osasuna	3	0	19/02/2017	1487458800
35691	2016-17	1	23	Barcelona	Leganes	2	1	19/02/2017	1487458800
35692	2016-17	1	23	Malaga	Las Palmas	2	1	20/02/2017	1487545200
35693	2016-17	1	24	Las Palmas	Real Sociedad	0	1	24/02/2017	1487890800
35694	2016-17	1	24	Alaves	Valencia	2	1	25/02/2017	1487977200
35695	2016-17	1	24	Betis	Sevilla	1	2	25/02/2017	1487977200
35696	2016-17	1	24	Leganes	Deportivo	4	0	25/02/2017	1487977200
35697	2016-17	1	24	Eibar	Malaga	3	0	25/02/2017	1487977200
35698	2016-17	1	24	Espanol	Osasuna	3	0	26/02/2017	1488063600
35699	2016-17	1	24	Atletico de Madrid	Barcelona	1	2	26/02/2017	1488063600
35700	2016-17	1	24	Atletico de Bilbao	Granada	3	1	26/02/2017	1488063600
35701	2016-17	1	24	Sporting de Gijon	Celta de Vigo	1	1	26/02/2017	1488063600
35702	2016-17	1	24	Villarreal	Real Madrid	2	3	26/02/2017	1488063600
35703	2016-17	1	25	Real Sociedad	Eibar	2	2	28/02/2017	1488236400
35704	2016-17	1	25	Malaga	Betis	1	2	28/02/2017	1488236400
35705	2016-17	1	25	Valencia	Leganes	1	0	28/02/2017	1488236400
35706	2016-17	1	25	Osasuna	Villarreal	1	4	01/03/2017	1488322800
35707	2016-17	1	25	Barcelona	Sporting de Gijon	6	1	01/03/2017	1488322800
35708	2016-17	1	25	Celta de Vigo	Espanol	2	2	01/03/2017	1488322800
35709	2016-17	1	25	Real Madrid	Las Palmas	3	3	01/03/2017	1488322800
35710	2016-17	1	25	Granada	Alaves	2	1	01/03/2017	1488322800
35711	2016-17	1	25	Deportivo	Atletico de Madrid	1	1	02/03/2017	1488409200
